h3_cell,road_count,total_length_m,avg_lat,avg_lon,primary_ratio
877508d20ffffff,366,2800994.99,5.799955,-2.428757,0.12
8759a244affffff,5,179386.13,15.159879,-2.347739,1.00
8759a0da5ffffff,2,32523.73,16.548590,-2.490640,0.00
87390d15bffffff,1095,1917971.04,40.313652,-2.472675,0.20
8759b1756ffffff,35,182925.34,14.257173,-2.500167,0.00
87382414bffffff,507,476529.41,37.405008,-2.425613,0.07
8759a0d80ffffff,7,59715.06,16.475122,-2.493405,0.00
873885082ffffff,5,1121493.50,27.251974,-3.036247,1.00
875990606ffffff,56,693180.72,11.548471,-2.528423,1.00
8759a62edffffff,7,180838.03,16.139453,-2.451236,0.00
877508c4affffff,11,68034.34,5.488023,-2.421014,0.00
87599006affffff,4,143908.39,11.931756,-2.483956,1.00
87752662cffffff,91,306539.25,9.975113,-2.505107,0.00
87390b9a1ffffff,29,229869.14,38.769458,-2.519620,1.00
877501341ffffff,30,117041.94,6.548609,-2.395653,0.00
8775228a6ffffff,18,176214.06,9.651419,-2.547180,0.00
87752354bffffff,18,1321908.13,8.601341,-2.244153,1.00
87390d055ffffff,197,672883.67,40.243626,-2.423411,0.31
8759951a0ffffff,2,1289.60,12.847610,-2.468784,0.00
87750132affffff,110,310734.53,6.662527,-2.467242,0.00
873831b31ffffff,260,4442367.00,34.795155,-2.449345,0.59
87390b90cffffff,6,30768.70,38.868330,-2.403581,0.00
8759a62ecffffff,14,396331.78,16.143396,-2.460420,0.00
87599598dffffff,69,484097.43,13.168463,-2.533680,0.00
87390b55effffff,50,1381937.38,38.102640,-2.403100,0.00
8759b104effffff,85,389436.83,14.532470,-2.461742,0.00
8738332d2ffffff,30,294906.50,33.039898,-2.460717,0.00
873824849ffffff,609,715468.76,37.708479,-2.480905,0.02
877501bb5ffffff,15,147020.09,6.960903,-2.403433,0.00
873815c51ffffff,45,243101.30,32.492606,-2.484062,0.00
873929362ffffff,309,566159.53,42.249007,-2.483115,0.02
877508d56ffffff,47,549527.07,5.685564,-2.436427,0.00
8759a24adffffff,25,148118.00,15.109811,-2.536596,0.00
877501b90ffffff,116,257110.73,6.925432,-2.457670,0.00
8759b168bffffff,10,264767.54,14.014785,-2.478683,1.00
873831153ffffff,38,292674.30,34.426220,-2.548307,0.00
877505c2cffffff,6,84757.80,8.081854,-2.430513,1.00
873824b13ffffff,88,674068.16,37.676867,-2.416049,0.00
873831aa4ffffff,68,606933.83,34.587226,-2.388607,1.00
875993c1dffffff,24,416285.62,11.150215,-2.351430,1.00
877501d66ffffff,19,777827.50,7.297755,-2.646037,1.00
87752238cffffff,29,420632.80,9.091528,-2.585682,0.00
873810b24ffffff,129,70286.42,31.922424,-2.461739,0.23
877522364ffffff,8,308852.47,9.078404,-2.356709,0.00
87599226cffffff,16,68540.13,10.992156,-2.457519,0.56
87390bd68ffffff,97,632663.02,38.601435,-2.531996,0.12
8739082a8ffffff,58,230983.70,39.019920,-2.526110,0.00
877501353ffffff,8,39420.61,6.564623,-2.468189,0.00
873833358ffffff,5,28142.55,33.308855,-2.456896,0.00
873822401ffffff,414,1300454.15,35.061689,-2.438531,0.00
877508668ffffff,262,362547.49,4.963042,-2.454111,0.18
8759a6270ffffff,38,365210.91,16.230076,-2.489216,0.00
877522058ffffff,36,559817.85,9.218040,-2.602337,0.00
873815931ffffff,1,17953.81,32.970790,-2.519935,0.00
875993532ffffff,5,243853.29,10.951724,-2.384493,1.00
8759a6291ffffff,32,915990.29,16.030333,-2.639783,0.00
873976480ffffff,287,321420.77,40.809976,-2.505897,0.16
87382416effffff,327,618816.97,37.478060,-2.498432,0.00
8759b1043ffffff,47,705618.71,14.537649,-2.483565,0.00
8738240e3ffffff,1211,4802917.55,37.203694,-2.468384,0.00
873815588ffffff,30,1326840.35,32.071327,-2.588645,0.00
877501853ffffff,121,705002.41,7.020443,-2.421114,0.00
873976c6dffffff,3,9877.86,41.442696,-2.401920,1.00
875990b2dffffff,18,217645.31,12.343897,-2.461587,0.00
877505d53ffffff,24,339031.21,8.078056,-2.406816,1.00
875993d06ffffff,92,403185.09,11.306895,-2.479776,0.00
8738310c6ffffff,152,522368.11,34.205728,-2.493579,0.00
873812a02ffffff,9,865068.54,30.644297,-2.716133,1.00
877508ce1ffffff,106,2579531.22,5.559887,-2.497475,0.88
8759a4859ffffff,33,1677206.36,17.577676,-2.581835,0.00
8759a46ebffffff,1,56382.09,16.768454,-2.347566,0.00
877501243ffffff,20,357973.20,6.435310,-2.463421,0.00
8738104d9ffffff,9,865068.54,30.882508,-2.718191,1.00
877501b9affffff,223,389706.03,6.871271,-2.450671,0.00
875990668ffffff,23,768658.96,11.592810,-2.341961,0.00
8759b3369ffffff,105,506923.98,13.694542,-2.492696,0.00
87750c41affffff,161,85485.17,6.194160,-2.462999,0.00
8759b3250ffffff,539,629594.08,13.504391,-2.491627,0.05
8775019a2ffffff,35,118332.68,7.283661,-2.514700,0.00
8775228acffffff,41,283475.88,9.613362,-2.511906,0.00
877505721ffffff,91,352375.38,7.617843,-2.488489,0.00
8759a462affffff,2,491619.87,16.870920,-2.450912,0.00
873976886ffffff,117,485547.08,41.521739,-2.408695,0.03
8775235a0ffffff,118,861156.85,8.813634,-2.443963,0.00
8759b16e2ffffff,69,363599.28,14.084452,-2.433825,0.52
8775081b3ffffff,121,838921.82,5.461072,-2.489677,0.00
877501a8dffffff,43,131007.35,6.752488,-2.414714,0.00
873812256ffffff,4,384474.90,30.269734,-2.435311,1.00
87383170bffffff,173,188184.88,34.033494,-2.441211,0.09
873824632ffffff,220,305474.37,36.881695,-2.477758,0.00
873824baaffffff,19,105714.33,37.607307,-2.427218,0.00
873810b2cffffff,5,59683.58,31.904643,-2.395384,1.00
87556ca59ffffff,1,132296.60,19.731160,-2.141991,0.00
8759b3260ffffff,535,1050191.14,13.593640,-2.474053,0.00
8775019a5ffffff,139,1434881.68,7.287891,-2.484540,0.40
873810b29ffffff,11,131303.88,31.900242,-2.355635,1.00
875569563ffffff,1,3994.51,18.301653,-2.491812,0.00
873929212ffffff,53,878505.72,41.998984,-2.564099,0.00
873831602ffffff,15,215011.97,33.928741,-2.425891,1.00
8738313b6ffffff,47,784028.06,34.244175,-2.394308,0.00
87752675affffff,45,173619.53,9.939253,-2.484055,0.00
875993c9affffff,12,132377.98,10.994050,-2.411344,0.00
873908221ffffff,520,1317298.65,39.185984,-2.507471,0.00
8775260aaffffff,12,25918.69,10.198299,-2.446530,0.00
87390b925ffffff,80,646713.74,38.924801,-2.473044,0.09
873909d95ffffff,2115,1130680.67,39.400739,-2.427318,0.04
87750c4d0ffffff,55,2187074.20,6.123589,-2.501637,0.00
87390d68cffffff,6,22060.31,39.697513,-2.401228,0.00
875993c24ffffff,6,694.94,11.264991,-2.416822,0.00
877508c06ffffff,30,138887.88,5.676535,-2.513400,1.00
87752674cffffff,12,107511.78,9.944888,-2.406289,0.00
875990a15ffffff,512,922928.93,12.155785,-2.445035,0.02
87388544effffff,8,1794389.61,27.116978,-3.057659,1.00
875986c91ffffff,856,1181706.51,13.635322,-2.422224,0.03
875986c19ffffff,26,357190.38,13.753745,-2.316381,0.00
87752612cffffff,13,502804.27,10.346242,-2.237283,0.00
873929366ffffff,340,1674671.76,42.264729,-2.495402,0.00
8759a4601ffffff,21,5162008.58,16.866971,-2.462322,0.00
875990b1cffffff,64,312445.35,12.251217,-2.499816,0.00
8775228e6ffffff,5,11240.29,9.536712,-2.452477,0.00
8759a24deffffff,264,675896.20,15.006342,-2.445294,0.00
8759b3a4dffffff,6,75461.58,13.921948,-2.528501,0.00
873824142ffffff,62,327570.57,37.417151,-2.523378,0.00
8738225aeffffff,50,1241399.76,35.067960,-2.622107,1.00
8759954c3ffffff,14,169279.69,12.401929,-2.449508,0.00
8738ae3b2ffffff,3,672896.10,28.386244,-2.392395,1.00
873976c5effffff,208,620710.84,41.317758,-2.444547,0.00
877522273ffffff,52,367539.51,8.932163,-2.465516,0.00
877526703ffffff,41,240347.54,10.073947,-2.525686,1.00
875993451ffffff,7,302910.68,10.807686,-2.117710,1.00
87390b908ffffff,12,75411.48,38.835342,-2.381900,0.00
87750818effffff,119,294080.75,5.398913,-2.455194,0.00
8775051a4ffffff,4,15580.61,7.881952,-2.410200,0.00
87390d0d0ffffff,17,24937.11,40.066066,-2.499937,0.00
87752281dffffff,2,5708.53,9.582920,-2.454876,0.00
875995185ffffff,66,148746.04,12.808162,-2.448481,0.00
8759b1611ffffff,157,2157391.63,14.132281,-2.510668,0.00
87390b574ffffff,304,1128094.69,38.188999,-2.480618,0.31
87390bc5bffffff,147,510572.09,38.359331,-2.412765,0.65
87390b4f3ffffff,21,305395.90,37.879093,-2.385302,0.29
8775228aaffffff,6,91899.48,9.593860,-2.535281,0.00
8759a4b10ffffff,18,914839.83,17.606392,-2.515953,0.00
873831b06ffffff,154,192820.57,34.776149,-2.426303,0.00
8759951abffffff,100,285298.81,12.812225,-2.414103,0.19
873824774ffffff,343,1015728.90,37.069928,-2.426304,0.00
87750c55affffff,35,689182.39,6.194348,-2.329543,1.00
873929345ffffff,192,401506.45,42.227974,-2.432894,0.00
875995180ffffff,134,492107.51,12.787549,-2.455658,0.14
8775051b2ffffff,27,167088.59,7.885222,-2.483846,0.00
8775018c0ffffff,4,15293.65,7.019194,-2.482657,0.00
8739292d2ffffff,234,352985.24,41.871320,-2.436700,0.08
87599580effffff,26,100065.59,13.154621,-2.427524,0.00
87750811cffffff,10,123250.34,5.415680,-2.359594,1.00
87750819cffffff,199,2748150.03,5.412817,-2.481869,0.40
877504b25ffffff,42,170231.13,8.566231,-2.515346,0.00
873815528ffffff,37,1147102.20,32.268265,-2.550029,0.00
87383320dffffff,18,205278.89,33.238151,-2.454360,0.00
8759a0da0ffffff,1,16261.87,16.522954,-2.493485,0.00
87381592dffffff,56,586492.54,33.019714,-2.425657,0.59
873976d6dffffff,65,217831.61,41.564192,-2.513606,0.00
873833a4dffffff,2,28148.13,33.648559,-2.464764,0.00
8739082f3ffffff,450,1291100.12,38.997379,-2.438599,0.00
87750eb08ffffff,47,1704717.86,6.056031,-2.569996,1.00
873908375ffffff,77,414477.85,39.307217,-2.510651,0.31
877501269ffffff,42,818762.85,6.419887,-2.395215,1.00
877522336ffffff,19,295459.42,9.194274,-2.514236,0.00
875993904ffffff,31,1036018.60,11.584102,-2.250008,0.00
8738310ceffffff,172,710903.79,34.207442,-2.430938,0.00
875995814ffffff,15,668670.51,13.149876,-2.507790,0.00
87381014cffffff,5,173489.88,31.543246,-2.480485,1.00
8775228e3ffffff,51,220639.87,9.506033,-2.448770,0.00
877504b4bffffff,62,798806.25,8.361112,-2.475494,0.00
875995801ffffff,236,1307472.44,13.168434,-2.432849,0.00
87750508bffffff,24,1073582.09,7.648754,-2.477965,1.00
87390b552ffffff,337,1159995.94,38.093678,-2.449144,0.00
87381549bffffff,1,7513.17,31.899019,-2.494369,0.00
87750eb6bffffff,96,730601.41,5.963993,-2.454046,0.00
873976cebffffff,382,693032.82,41.255994,-2.443315,0.01
87381014effffff,5,173489.88,31.537424,-2.494689,1.00
873908361ffffff,460,779481.21,39.331082,-2.456407,0.16
8759b16cdffffff,20,544948.62,14.053225,-2.336871,0.00
87390b422ffffff,268,2566467.11,38.050327,-2.491307,0.52
87750539affffff,91,3613496.17,7.456549,-2.361056,1.00
8759a40ecffffff,14,222659.90,17.175488,-2.507237,0.00
87750120dffffff,87,1036380.09,6.512818,-2.503169,0.33
877505d1cffffff,72,1352420.99,8.171616,-2.462112,0.00
87390bd6cffffff,35,226326.88,38.613165,-2.546612,0.00
87750c6d4ffffff,64,649639.49,5.798304,-2.366490,0.00
8755690f6ffffff,2,31640.98,18.117915,-2.371175,0.00
877505c71ffffff,126,507424.58,7.986645,-2.403137,0.00
877522224ffffff,1336,2356628.19,9.064110,-2.487468,0.02
875993500ffffff,12,521205.73,10.938919,-2.331488,1.00
877505c23ffffff,340,540235.08,8.090952,-2.460733,0.02
8759a62e8ffffff,6,155004.03,16.128592,-2.443719,0.00
87556cb2dffffff,1,132296.60,20.035693,-2.091093,0.00
8759922e1ffffff,22,365241.79,10.868665,-2.511240,0.00
87397640affffff,1,6823.98,40.919653,-2.394064,0.00
8759a24d3ffffff,134,407005.68,15.009626,-2.463470,0.00
877505c2bffffff,120,261176.71,8.039579,-2.445466,0.00
877501aaeffffff,149,795893.22,6.798990,-2.411531,0.08
87390b4a3ffffff,51,431287.22,37.905476,-2.528497,0.00
873824772ffffff,516,526528.18,37.035164,-2.421232,0.13
8759b32c9ffffff,43,298524.93,13.398454,-2.427858,0.00
877523512ffffff,69,139943.54,8.796166,-2.417222,0.00
873815930ffffff,5,89769.06,32.958359,-2.543535,0.00
877526ca5ffffff,19,393794.50,10.610492,-2.556228,1.00
873976c51ffffff,151,881955.69,41.334996,-2.460645,0.00
87390b480ffffff,69,270891.21,37.859128,-2.515165,0.00
8759b16d1ffffff,34,392461.81,14.015298,-2.423612,0.00
87752675cffffff,699,1714583.37,9.957779,-2.457222,0.02
877526659ffffff,167,1867828.95,9.801438,-2.492330,0.09
8759a2463ffffff,9,104607.07,15.234262,-2.411926,0.00
8759b170bffffff,26,114300.21,14.256627,-2.517099,0.00
873976ce3ffffff,225,613539.10,41.261762,-2.516107,0.00
873824b1dffffff,15,210445.60,37.704742,-2.359393,1.00
875995830ffffff,39,143317.83,13.186306,-2.504444,0.00
873908a5cffffff,320,608811.42,39.511620,-2.498878,0.18
8759900a8ffffff,2,71954.19,11.815711,-2.653243,1.00
873885b00ffffff,5,1121493.50,27.873310,-2.819890,1.00
87390d848ffffff,237,338446.73,40.656369,-2.505246,0.00
875934ca4ffffff,1,106811.21,21.972738,-2.396908,1.00
87750875dffffff,361,1156013.34,5.055657,-2.471628,0.00
873812351ffffff,2,192237.45,30.384864,-2.490689,1.00
8759a0d83ffffff,38,96075.35,16.455140,-2.464838,0.00
875993591ffffff,13,142006.03,10.795204,-2.399623,0.00
87752619affffff,28,331552.72,10.298630,-2.478477,1.00
87382414affffff,237,1091876.20,37.406876,-2.461796,0.00
877501359ffffff,7,62935.42,6.516710,-2.429908,0.00
875995c4cffffff,19,51304.37,12.907159,-2.509414,0.00
877526c4affffff,5,138183.35,10.415562,-2.382770,1.00
87397698cffffff,203,587108.35,41.651984,-2.451188,0.00
873929361ffffff,483,2465748.63,42.272028,-2.436803,0.42
873831b92ffffff,140,247555.06,34.570422,-2.508196,0.17
87750eb6effffff,33,373119.80,5.994090,-2.454359,0.00
87750131bffffff,33,311911.17,6.625570,-2.526874,0.00
8775050f6ffffff,147,1680821.03,7.670728,-2.430145,0.00
877522980ffffff,18,67572.68,9.733149,-2.514978,0.00
87750eb5dffffff,70,2538941.50,5.960959,-2.509024,1.00
875995549ffffff,39,147698.54,12.646649,-2.432266,0.67
87390b91effffff,259,892922.04,38.790744,-2.456104,0.13
875995966ffffff,1,20440.91,13.333384,-2.445838,0.00
87383184cffffff,110,467476.37,34.761072,-2.533343,0.00
875995824ffffff,46,697059.35,13.236759,-2.487940,0.67
8759b3341ffffff,12,201556.67,13.662422,-2.527094,0.92
877508cedffffff,205,2637498.67,5.524498,-2.474706,0.35
8738240deffffff,254,600452.44,37.104240,-2.459383,0.00
87383170effffff,41,90562.15,34.056237,-2.492660,0.00
87390b482ffffff,35,252869.80,37.836068,-2.518355,0.00
877505769ffffff,12,317349.81,7.461444,-2.376718,1.00
8759b1750ffffff,47,426549.45,14.262157,-2.486698,0.00
87599225affffff,24,423923.54,10.869388,-2.458723,0.54
87599074effffff,10,75738.55,11.669495,-2.431610,0.00
8739769abffffff,242,855862.48,41.676052,-2.444156,0.00
877508569ffffff,76,369556.26,5.394490,-2.523587,0.00
8738104ceffffff,2,192237.45,30.926181,-2.735406,1.00
8775235acffffff,333,349940.21,8.782376,-2.424138,0.00
87750566affffff,14,69378.12,7.354578,-2.451290,0.00
877505655ffffff,64,392137.97,7.384564,-2.519659,0.00
8759a6258ffffff,11,276622.42,16.169211,-2.414120,0.00
87390d69dffffff,195,581064.29,39.658445,-2.415175,0.00
873909db6ffffff,131,365315.27,39.426838,-2.490975,0.00
877522020ffffff,9,438804.16,9.402225,-2.617831,1.00
873976550ffffff,459,317840.58,41.056931,-2.430082,0.00
8738224acffffff,436,1518387.64,34.966987,-2.500067,0.07
873885154ffffff,5,1121493.50,27.544519,-2.975702,1.00
8759a4a82ffffff,9,209533.97,17.367759,-2.442677,0.00
877508545ffffff,113,3123290.89,5.430963,-2.569821,1.00
877508ceeffffff,98,1030558.26,5.543078,-2.508270,0.00
8759a0596ffffff,14,361676.07,16.055033,-2.398513,0.00
873976565ffffff,145,433706.36,41.183190,-2.406144,0.49
875569298ffffff,11,559068.79,17.750666,-2.313959,0.00
873976d4dffffff,302,336765.46,41.508475,-2.492928,0.16
873976c5affffff,153,396138.05,41.296550,-2.425531,0.00
8759a46e0ffffff,39,788303.05,16.784581,-2.404787,0.00
87390d742ffffff,8,88016.37,39.984450,-2.333375,1.00
87599545effffff,128,760364.23,12.487674,-2.414604,0.00
8759a621bffffff,3,92354.46,16.127060,-2.543249,0.00
873815d68ffffff,6,41534.28,32.683324,-2.545736,0.00
873908a6cffffff,44,215472.74,39.606127,-2.487311,0.00
8738332f6ffffff,54,141739.12,33.104841,-2.503342,0.00
875995881ffffff,48,241342.48,13.040506,-2.490415,0.00
877522aeeffffff,3,115819.67,9.139935,-2.304787,0.00
87599392bffffff,36,1203118.37,11.590000,-2.191181,0.00
8759b16f3ffffff,45,666337.05,14.050515,-2.439505,0.00
877526742ffffff,193,324072.02,9.972111,-2.452346,0.00
877501b03ffffff,27,946720.77,6.900694,-2.282951,1.00
8739292ccffffff,30,656063.71,41.951997,-2.332037,1.00
8759a5865ffffff,16,3932958.92,17.804172,-1.617400,0.00
8759340ceffffff,7,747678.48,21.817032,-1.766917,1.00
877505c58ffffff,216,419617.55,7.921274,-2.428580,0.00
873810a36ffffff,1,14477.84,31.717214,-2.398563,0.00
877526c9cffffff,6,124356.16,10.554235,-2.635751,1.00
87750eb42ffffff,43,626793.64,5.991865,-2.515771,0.33
877505d1dffffff,72,540849.55,8.153107,-2.450815,0.00
87390b562ffffff,114,288289.56,38.190995,-2.423741,0.00
8759a21a5ffffff,113,1031627.22,15.514732,-2.456889,0.00
877526774ffffff,267,874000.77,10.041712,-2.442614,0.14
875995998ffffff,15,668670.51,13.105807,-2.574904,0.00
877508113ffffff,15,184875.50,5.422723,-2.386264,1.00
8775018a9ffffff,30,357652.14,7.108291,-2.516033,0.00
87390db81ffffff,236,875583.61,40.537447,-2.419591,0.00
873822433ffffff,238,2235694.68,35.049602,-2.514867,0.00
873810babffffff,9,120108.06,31.720895,-2.417114,0.00
8738246acffffff,1989,877212.61,36.816358,-2.431063,0.10
87750556dffffff,32,669791.38,7.817646,-2.506212,1.00
873929659ffffff,21,405391.93,41.712980,-2.586957,0.00
875986c92ffffff,604,1228542.70,13.611054,-2.445657,0.06
875934d90ffffff,2,213622.42,21.972420,-2.482363,1.00
87599231affffff,27,1316807.74,10.977159,-2.686310,1.00
8738248ceffffff,17,197779.18,37.552492,-2.590869,0.00
8738316a3ffffff,20,144598.03,33.832664,-2.466078,0.00
8775228a5ffffff,51,263716.65,9.647036,-2.513371,0.00
875993da9ffffff,4,10467.85,11.214465,-2.466458,0.00
873976c65ffffff,300,479467.78,41.450288,-2.463469,0.20
87390b92cffffff,36,94589.04,38.917069,-2.433210,0.03
8759a24d6ffffff,86,217425.51,15.016300,-2.495403,0.00
873976985ffffff,205,334433.94,41.668492,-2.499903,0.33
877526dadffffff,14,225490.13,10.680370,-2.489348,1.00
873908342ffffff,146,612053.93,39.254072,-2.458341,0.12
8759a24dbffffff,24,80648.06,14.991874,-2.415794,0.00
877505c30ffffff,396,962020.42,8.120652,-2.500790,0.00
873806db0ffffff,38,336320.02,33.530316,-2.475787,0.00
877501351ffffff,49,140394.31,6.564602,-2.443777,0.00
8738316a1ffffff,57,412104.39,33.849255,-2.461378,0.00
8738224c6ffffff,17,208350.18,34.925486,-2.377798,0.88
873833344ffffff,22,245499.34,33.387104,-2.479865,0.00
87381425effffff,22,1067594.97,32.122778,-2.765226,0.00
87392922bffffff,399,1700629.49,42.092872,-2.443681,0.00
875986c16ffffff,47,487096.39,13.768749,-2.416502,0.26
877526c1dffffff,43,386171.85,10.538399,-2.480859,0.00
873815913ffffff,44,329298.34,32.891888,-2.497316,0.00
875990621ffffff,11,399407.90,11.606927,-2.504662,1.00
873806da0ffffff,9,134921.44,33.582071,-2.436500,0.00
875934ca1ffffff,1,106811.21,21.969315,-2.350903,1.00
8739764a0ffffff,40,502463.93,40.859161,-2.533793,0.00
873824145ffffff,146,383866.79,37.464942,-2.506593,0.00
8759a428cffffff,2,491619.87,17.006399,-2.236934,0.00
8759b3253ffffff,398,701488.64,13.488524,-2.472907,0.05
87390d631ffffff,187,257360.39,39.864754,-2.430696,0.35
87750c58affffff,43,592463.13,6.282826,-2.497026,0.60
873976433ffffff,340,636273.29,40.947965,-2.499708,0.00
877505720ffffff,11,73566.96,7.635387,-2.500690,1.00
8759922c4ffffff,4,116084.67,10.842880,-2.530706,1.00
87750116cffffff,9,83812.55,6.903840,-2.487048,0.00
87390bccaffffff,582,2205871.94,38.251176,-2.457360,0.09
875995409ffffff,225,1082212.08,12.527671,-2.481195,0.00
875565869ffffff,2,213622.42,21.972688,-2.529581,1.00
873929666ffffff,3,108043.11,41.809805,-2.695005,0.00
875986c34ffffff,92,365987.29,13.829108,-2.422883,0.00
87383116effffff,345,1215696.55,34.525054,-2.507345,0.00
877508183ffffff,100,1366550.74,5.411586,-2.463550,0.42
873824064ffffff,121,554951.39,37.390691,-2.443222,0.32
8759a2d41ffffff,15,244642.68,15.683744,-2.605792,0.00
877522259ffffff,147,334581.69,8.845204,-2.454294,0.00
8759b3358ffffff,83,334107.36,13.610115,-2.524272,0.00
877508c35ffffff,58,390605.98,5.698817,-2.493550,1.00
8759b1652ffffff,18,490453.76,14.113514,-2.395729,0.00
877501363ffffff,51,345486.54,6.587058,-2.386161,0.10
875990b2cffffff,31,211433.02,12.347383,-2.484629,0.10
877526083ffffff,157,371790.04,10.196554,-2.476104,0.00
875990b29ffffff,49,53686.73,12.324773,-2.453433,0.00
8738ae7b5ffffff,3,672896.10,28.083895,-2.641733,1.00
8759b336cffffff,8,61873.24,13.717306,-2.522162,0.00
87390b52bffffff,54,374894.75,38.167945,-2.523353,0.00
875993533ffffff,17,829101.17,10.946333,-2.370585,1.00
87750515dffffff,5,129493.71,7.698719,-2.242106,0.00
875990b0dffffff,63,188357.21,12.299041,-2.445326,0.32
877526cebffffff,6,101211.15,10.418237,-2.466959,1.00
87752222cffffff,305,206948.08,9.017244,-2.474516,0.00
875990753ffffff,65,1241999.62,11.621007,-2.479648,1.00
87752205affffff,3,46651.49,9.220141,-2.611290,0.00
87752660dffffff,4,32496.31,9.912934,-2.532935,0.00
87390b999ffffff,1349,3084398.16,38.650947,-2.463527,0.23
877501b18ffffff,15,525955.98,6.876879,-2.302244,1.00
8775222c0ffffff,2,60165.58,8.889439,-2.560702,1.00
87390d0c4ffffff,140,657098.72,40.135765,-2.468251,0.27
8755696e9ffffff,57,531000.64,17.731142,-2.505041,0.00
873815523ffffff,35,1085096.68,32.274510,-2.597169,0.00
87381592affffff,24,110399.67,32.972633,-2.432017,0.00
875993580ffffff,9,109948.66,10.823919,-2.379038,0.00
877505c22ffffff,197,228763.32,8.101081,-2.472837,0.00
8738316aeffffff,37,267506.36,33.836917,-2.465896,0.00
8775262daffffff,13,529137.67,9.703098,-2.305562,0.00
87381542cffffff,77,2433288.06,32.174949,-2.445787,0.00
87750135affffff,43,201335.38,6.532752,-2.457755,0.00
87752665effffff,98,743609.34,9.831274,-2.521216,0.00
873976cc9ffffff,204,584809.21,41.216978,-2.414671,0.00
873929675ffffff,7,252100.60,41.809668,-2.702351,0.00
